TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.core.dynamicDAL.DynamicDataLayer,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,173,0.3,2,3,3,181420,1719573336622,0.08695652173913043,111110000100000000000000000000000000000000000000000000000000000000000,0.06578947368421052,0111000000000000010100000000000000000000000000000000000000000000000000000000,1.0,111,2,2,1,1,0.0,0000000000000000000000000000000000000000000000000000000,0.0,000000,0.5,10,0.0,00,0.06578947368421052,0111000000000000101000000000000000000000000000000000000000000000000000000000
